timestamp,avg_rtt_us,p95_rtt_us,min_rtt_us,max_rtt_us,avg_cwnd,throughput_bps,retrans_count,rolling_avg_rtt,rolling_p95_rtt,rolling_std_rtt,target_next_avg_rtt
1766461876,125552,389874,1721,390358,176,26820,0,147529,388281,40344,136692
1766461876,136692,388030,1690,388399,192,17200,0,149530,388351,39121,117323
1766461876,117323,386911,1703,386911,166,71020,0,148716,388307,39757,189337
1766461876,189337,389535,1705,390833,269,649360,0,153377,388357,41664,123500
1766461876,123500,387538,1775,388286,176,31600,0,152283,388336,42354,108615
1766461876,108615,386440,36,386881,156,14720,0,147538,388199,44488,82541
1766461876,82541,390558,1740,391203,112,18420,0,136489,388508,45640,152525
1766461876,152525,389038,1740,389259,215,18160,0,127616,388789,28365,44187
1766461876,44187,387403,35,388008,67,362960,0,119343,388646,38754,106282
1766461876,106282,387199,34,387199,154,95640,0,118655,388252,38937,174771
1766461876,174771,390548,1611,390615,248,601640,0,123577,388320,42822,140163
1766461877,140163,389307,1626,389587,200,60940,0,123924,388447,42954,121407
1766461877,121407,387493,33,387777,174,21000,0,124332,388505,42904,175867
1766461877,175867,387124,1605,387324,249,66600,0,122985,388264,40796,148165
1766461877,148165,386463,2830,386645,209,19820,0,125452,388157,41569,275959
1766461877,275959,388068,2598,388082,396,37820,0,142186,388320,62468,105928
1766461877,105928,388791,2515,388791,147,18060,0,144525,388143,60390,226176
1766461877,226176,388230,2331,388419,323,136920,0,151890,388062,65729,141572
1766461877,141572,387803,2937,387803,201,508040,0,161629,388102,54202,120929
1766461877,120929,387860,2259,387860,172,37000,0,163093,388168,52718,97505
1766461877,97505,387197,2139,387379,136,14540,0,155367,387833,56353,119229
1766461877,119229,387330,2098,387330,171,77900,0,153273,387635,57360,143467
1766461877,143467,386990,2046,386990,205,19580,0,155479,387585,56415,133546
1766461877,133546,386991,2042,387045,192,38160,0,151247,387572,56303,134617
1766461877,134617,387608,2035,387706,192,90940,0,149892,387686,56548,144199
1766461877,144199,387949,1997,388483,207,558700,0,136716,387674,35250,109192
1766461877,109192,387055,33,387626,157,33440,0,137043,387501,34947,39205
1766461877,39205,385371,34,385754,62,428800,0,118346,387215,31839,114926
1766461877,114926,385602,1727,385602,166,16240,0,115681,386995,30776,146127
1766461878,146127,386603,1755,387741,209,12560,0,118201,386869,32250,162884
1766461878,162884,387083,1784,387741,234,27280,0,124739,386858,34158,134968
1766461878,134968,386588,1832,386865,192,10840,0,126313,386784,34239,204627
1766461878,204627,390959,1834,391217,292,662040,0,132429,387180,42184,134076
1766461878,134076,390009,2270,390162,192,54120,0,132482,387482,42186,279286
1766461878,279286,387554,1867,388109,403,28660,0,146949,387477,62779,149507
1766461878,149507,387100,1865,387670,215,20240,0,147479,387392,62775,84781
1766461878,84781,387246,1904,387371,119,13260,0,145038,387411,64869,128640
1766461878,128640,386659,1682,386850,184,27860,0,153982,387540,53894,102869
1766461878,102869,386288,1803,386655,147,14200,0,152776,387608,54988,179677
1766461878,179677,386310,1799,386655,257,630820,0,156131,387579,55558,132797
1766461878,132797,388296,1832,388693,192,83780,0,153122,387700,55965,125798
1766461878,125798,387589,1637,387589,174,25060,0,152205,387801,56369,166508
1766461878,166508,387113,1640,387152,238,14700,0,148393,387416,53654,110175
1766461878,110175,391355,1640,391355,139,11880,0,146003,387551,54881,146660
1766461878,146660,392120,1383,392120,207,30560,0,132741,388007,29030,75101
1766461878,75101,390454,38,390662,97,36400,0,125300,388343,33453,76270
1766461878,76270,389050,36,389173,113,419800,0,124449,388523,34684,176490
1766461879,176490,387960,1430,388554,253,572460,0,129234,388653,38426,118989
1766461879,118989,387156,1449,387435,172,93840,0,130846,388740,37524,94831
1766461879,94831,386774,1525,386774,127,14740,0,122361,388786,34746,166710
1766461879,166710,390417,1450,390857,238,38160,0,125753,388998,37429,122849
1766461879,122849,388858,1450,389119,164,48400,0,125458,389125,37440,129739
1766461879,129739,388221,1800,388221,187,45320,0,121781,389236,34663,273405
1766461879,273405,387159,1888,387602,387,36720,0,138104,388816,58693,204885
1766461879,204885,386685,1893,386921,294,570020,0,143926,388273,62407,144954
1766461879,144954,387231,1603,387253,209,91560,0,150912,387951,57569,102785
1766461879,102785,386731,1648,387281,127,17200,0,153563,387719,54265,135455
1766461879,135455,387695,1787,388123,192,15340,0,149460,387692,53889,158437
1766461879,158437,389470,1790,389583,217,85160,0,153405,387924,52844,131638
1766461879,131638,387968,1962,388175,184,76540,0,157085,388043,49486,96493
1766461879,96493,387074,1868,387323,118,21460,0,150064,387709,52837,186968
1766461879,186968,388057,1841,388321,267,90900,0,156475,387629,53058,165777
1766461879,165777,387991,1889,387991,233,565340,0,160079,387606,52258,139856
1766461879,139856,387182,1856,387182,203,24740,0,146724,387608,33929,27673
1766461879,27673,129277,33,386632,38,57880,0,129003,361867,44735,91483
1766461879,91483,386029,32,386045,134,398460,0,123656,361747,45800,112919
1766461880,112919,386168,1568,386197,144,44100,0,124669,361691,45397,110625
1766461880,110625,386130,1568,386130,150,23420,0,122186,361534,45421,148671
1766461880,148671,386032,1612,386032,208,17460,0,121210,361190,44653,218267
1766461880,218267,387025,1612,387060,314,685080,0,129873,361096,54269,111755
1766461880,111755,387602,1698,387602,156,66960,0,131399,361149,53434,179597
1766461880,179597,386544,1741,386853,253,26220,0,130662,360998,52627,283609
1766461880,283609,389309,1727,389876,406,23680,0,142445,361129,71256,127490
1766461880,127490,389284,1812,389761,171,26140,0,141208,361340,71413,117885
1766461880,117885,388514,1733,389169,157,34900,0,150230,387263,60313,129670
1766461880,129670,387318,1728,387318,167,22660,0,154048,387392,57314,159743
1766461880,159743,387369,1720,388355,229,597820,0,158731,387512,55464,128995
1766461880,128995,387921,1789,388355,185,115100,0,160568,387691,53978,127668
1766461880,127668,390876,1753,390959,174,26480,0,158467,388176,54893,128863
1766461880,128863,394089,1723,394529,181,18440,0,149527,388882,51230,141985
1766461880,141985,393279,1723,393666,178,11740,0,152550,389450,49620,176915
